title,type,genres,releaseYear,imdbAverageRating
"On Vodka, Beers, and Regrets",movie,"Drama, Romance",2020,6.2
So Much Love to Give,movie,Comedy,2020,5.3
Tom Papa: You're Doing Great!,movie,Comedy,2020,7.2
Uncovered,movie,"Drama, Crime, Thriller",2019,
The Swarm,movie,"Drama, Horror",2020,5.3
Until the Government Do Us Apart,movie,,2018,
Just After Christmas,movie,,1977,
The Tightrope Walker,movie,"Animation, Short",2002,6.3
Du und Ich,movie,Short,2012,
Suraya,movie,"Horror, Mystery, Thriller",2020,5.7
The First Time 3,movie,"Drama, Romance",2019,
MAPPING CCTV IN WHITEHALL,movie,,2008,
Dave Chappelle: The Kennedy Center Mark Twain Prize for American Humor,movie,Comedy,2020,7.5
The Sweetheart Deal,movie,Comedy,2020,
The G Word,movie,"Comedy, Short",2016,5
I'm Coming,movie,,2019,
Sweet & Sour,movie,"Comedy, Romance",2021,6.6
"This World, Iraq: Did My Son Die in Vain?",movie,Documentary,2013,
Open Season,movie,"Drama, Thriller",2020,6.1
Ellie & Abbie (& Ellie's Dead Aunt),movie,Comedy,2020,6.1
Al Acecho,movie,Thriller,2019,5
Flag Day,movie,"Crime, Drama",2021,5.4
"Infernal Guidon, or Cossack Christmas",movie,"Family, Fantasy",2019,6.9
Generasi 90an: Melankolia,movie,Drama,2020,5.4
Lusala,movie,Drama,2019,7
Rose Stone Star,movie,Drama,2020,6.1
The Search for Hitler's Bomb,movie,"Documentary, History",2015,6.3
Hayaller Ülkesi: Gamonya,movie,"Adventure, Family, Fantasy",2020,4.3
Black Box,movie,"Drama, Mystery, Thriller",2021,7.2
Mothers,movie,"Comedy, Drama, Romance",2021,5
The Pack,movie,"Drama, Sport",2020,6.1
Jungle Beat: The Movie,movie,"Adventure, Animation, Comedy",2020,5.4
Kaiji: Final Game,movie,"Adventure, Comedy, Thriller",2020,5
New Gods: Nezha Reborn,movie,"Action, Animation, Fantasy",2021,6.8
Viva the Underdogs,movie,"Documentary, Music",2020,8.1
The Unknown Runner,movie,"Documentary, Sport",2013,6.3
Riders of Justice,movie,"Action, Comedy, Drama",2020,7.5
Out of My League,movie,"Comedy, Drama, Romance",2020,6.1
Love Sarah,movie,"Comedy, Drama, Romance",2020,6.2
DNA,movie,Drama,2020,5.9
Extinct,movie,"Adventure, Animation, Comedy",2021,5.5
David Attenborough: A Life on Our Planet,movie,"Biography, Documentary",2020,8.9
Shiva Baby,movie,"Comedy, Drama",2020,7.1
Gangubai Kathiawadi,movie,"Biography, Crime, Drama",2022,7.8
Eileen,movie,"Drama, Mystery, Romance",2023,5.9
365 Days,movie,"Drama, Romance",2020,3.3
Kira Kiralina,movie,Drama,2014,5.7
Geez & Ann,movie,"Drama, Romance",2021,5.1
Silent Night,movie,"Comedy, Drama, Horror",2021,5.8
War of the Eltis,movie,"Comedy, Family",2020,5.8
Stereo,movie,"Comedy, Short",2014,
Apollo 10½: A Space Age Childhood,movie,"Adventure, Animation, Drama",2022,7.2
Seven and a Half Dates,movie,"Comedy, Romance",2018,
Altered Carbon: Resleeved,movie,"Action, Animation, Crime",2020,6.4
Fortune Feimster: Sweet & Salty,movie,Comedy,2020,6.9
Brownies,movie,"Drama, Romance",2005,6.1
The Richards' Case,movie,,2018,
All Hands on Deck,movie,"Comedy, Drama",2020,7
De grote slijmfilm,movie,Adventure,2020,4.6
Big Bug,movie,"Comedy, Sci-Fi",2022,5.5
The Set Up,movie,"Crime, Drama",2019,4.2
Critical Thinking,movie,Drama,2020,6.5
Small Engine Repair,movie,"Crime, Drama, Thriller",2021,6.5
Forgiveness,movie,Comedy,2019,6.9
Emperor,movie,"Biography, Drama, History",2020,5.9
The Witcher: Nightmare of the Wolf,movie,"Action, Adventure, Animation",2021,7.2
Vir Das: For India,movie,Comedy,2020,7.7
Security,movie,Thriller,2021,5
Tersanjung: The Movie,movie,"Drama, Romance",2021,5.9
Mutiny of the Worker Bees,movie,Comedy,2020,4.1
Nemesis,movie,"Action, Drama, Thriller",2019,6.8
Alex Fernández: The Best Comedian in the World,movie,Comedy,2020,6.4
Satria Dewa: Gatotkaca,movie,"Action, Adventure, Drama",2022,5.3
Felicità,movie,"Comedy, Drama",2020,6.6
Infinity Pool,movie,"Crime, Horror, Mystery",2023,6
Grego Rossello: Disculpe Las Molestias,movie,Comedy,2019,5.3
Limitless,movie,Documentary,2017,7
A Whisker Away,movie,"Adventure, Animation, Drama",2020,6.7
18% Grey,movie,Drama,2020,5.8
The Letter Reader,movie,"Drama, Short",2019,6.7
Beauty,movie,"Drama, Romance",2022,4.2
Spellbound,movie,"Comedy, Romance",2023,5
Once Before,movie,Drama,2020,4.9
More Than Blue,movie,Drama,2021,6.7
A Hard Day,movie,"Action, Crime, Thriller",2021,6.2
Love the Way U Lie,movie,"Comedy, Romance",2020,5.2
The Man from Toronto,movie,"Action, Adventure, Comedy",2022,5.8
The Life Ahead,movie,Drama,2020,6.8
Press Play,movie,"Drama, Music, Romance",2022,6.1
Um Dia Com Jerusa,movie,Drama,2020,6.8
Leyla Everlasting,movie,Comedy,2020,3.7
Ultras,movie,Drama,2020,6.2
Lovely Luna,movie,"Drama, Romance",2005,
Hunter in the Blue Side of Manchester,movie,"Biography, Drama",2020,5.9
The King of Laughter,movie,"Biography, Drama",2021,7.1
Slumberland,movie,"Adventure, Comedy, Drama",2022,6.7
Matilda: The Musical,movie,"Comedy, Drama, Family",2022,7
Official Competition,movie,"Comedy, Drama",2021,7
Snowball,movie,Drama,2020,6.9
Sun Dog,movie,"Drama, Fantasy, Short",2020,6.6
Thomas & Friends: Marvelous Machinery,movie,"Animation, Fantasy, TV Movie",2020,
Shadowplay,movie,"Thriller, Drama",2020,
The Man Who Sold His Skin,movie,Drama,2020,6.9
2 Weeks in Lagos,movie,"Comedy, Drama, Romance",2019,6.1
Night on Earth: Shot in the Dark,movie,Documentary,2020,7.6
The Bohemian,movie,"Biography, Drama, History",2022,6.7
Not Quite Dead Yet,movie,Comedy,2020,5.9
Night Teeth,movie,"Action, Crime, Drama",2021,5.7
M4M4,movie,"Crime, Drama, Thriller",2020,5
Onboard: The Transcontinental Race,movie,"Documentary, Sport",2019,6.9
"Farewell, Mr. Haffmann",movie,Drama,2021,7
Mai scherzare con le stelle!,movie,Comedy,2020,
Legacy,movie,"Drama, Thriller",2019,6.5
Prayers for the Stolen,movie,Drama,2021,7.3
Rogue City,movie,"Action, Crime, Drama",2020,6.1
Young Adult Matters,movie,Drama,2020,5.8
Spoiled Brats,movie,Comedy,2021,6.1
Blue Miracle,movie,"Adventure, Biography, Drama",2021,6.6
Disappear Completely,movie,"Horror, Thriller",2022,6.2
Taylor Tomlinson: Quarter-Life Crisis,movie,Comedy,2020,7.4
Marionette,movie,"Drama, Horror",2018,
The Match,movie,Drama,2019,5
My Voice Will Be with You,movie,Documentary,2020,7
Yeh Ballet,movie,"Drama, Musical",2020,7.5
A Hero,movie,Drama,2021,7.5
Rurouni Kenshin: Final Chapter Part II - The Beginning,movie,"Action, Adventure, Drama",2021,7.4
Mother Gamer,movie,"Action, Comedy",2020,5.7
The Deep House,movie,"Drama, Horror, Mystery",2021,5.3
Till Death,movie,Thriller,2021,5.9
The Heartbreak Club,movie,"Comedy, Drama, Romance",2021,6.3
In Your Shoes,movie,Comedy,2020,6.1
Tempos,movie,"Biography, Documentary, Music",2020,6.4
The Great Muse,movie,,2018,
Wolf,movie,"Drama, Mystery, Thriller",2021,5.1
Offering to the Storm,movie,"Crime, Thriller",2020,6.2
Have a Good Trip,movie,"Comedy, Documentary",2020,6.8
Besser Welt als Nie,movie,Documentary,2020,7.7
13: The Musical,movie,"Comedy, Drama, Family",2022,5.2
American Underdog,movie,"Biography, Drama, Romance",2021,7.1
Radhe Shyam,movie,"Drama, Romance",2022,5.2
The Physical Properties of Coffee,movie,,2019,
The Ghost and the Tout,movie,"Comedy, Fantasy",2018,2.8
Doctor,movie,"Action, Comedy, Crime",2021,7.4
A Christmas Gift from Bob,movie,"Drama, Family",2020,6.4
Homecoming,movie,Drama,2019,7
Pete Davidson: Alive from New York,movie,Comedy,2020,6.2
Top Gear,tv,"Adventure, Sport, Talk-Show",2002,8.7
Dora the Explorer,tv,"Adventure, Animation, Comedy",2000,4.3
Sex and the City,tv,"Comedy, Drama, Romance",1998,7.3
7 vidas,tv,Comedy,1999,7.1
Martin,tv,"Comedy, Drama, Romance",1992,7.5
The Game,tv,"Comedy, Drama, Romance",2006,6.8
Avatar: The Last Airbender,tv,"Action, Adventure, Animation",2005,9.3
Star Trek,tv,"Action, Adventure, Sci-Fi",1966,8.4
Star Trek: Enterprise,tv,"Action, Adventure, Drama",2001,7.6
SpongeBob SquarePants,tv,"Animation, Comedy, Family",1999,8.2
Still Game,tv,Comedy,2002,8.9
Ghost Hunters,tv,"Reality-TV, Thriller",2004,6.3
Sesame Street,tv,"Adventure, Animation, Family",1969,8.1
Star Trek: Deep Space Nine,tv,"Action, Adventure, Drama",1993,8.1
The Powerpuff Girls,tv,"Action, Adventure, Animation",1998,7.3
Reba,tv,"Comedy, Drama",2001,6.7
Star Trek: The Next Generation,tv,"Action, Adventure, Drama",1987,8.7
Curious George,tv,"Adventure, Animation, Comedy",2006,7.2
Tom and Jerry Tales,tv,"Animation, Comedy, Family",2006,7.4
Chappelle's Show,tv,"Comedy, Music",2003,8.8
Peep Show,tv,Comedy,2003,8.7
Monty Python's Flying Circus,tv,Comedy,1969,8.8
Neon Genesis Evangelion,tv,"Action, Animation, Drama",1995,8.5
Skins,tv,Drama,2007,8.2
Yu-Gi-Oh! Duel Monsters,tv,"Action, Adventure, Animation",2000,8.2
Ouran High School Host Club,tv,"Animation, Comedy, Romance",2006,8.2
Fat Friends,tv,Drama,2000,7.4
Ghost in the Shell: Stand Alone Complex,tv,"Action, Animation, Crime",2002,8.5
How I Met Your Mother,tv,"Comedy, Drama, Romance",2005,8.3
Mad Men,tv,Drama,2007,8.7
Six Feet Under,tv,"Comedy, Drama",2001,8.7
"Dr. Psycho - Die Bösen, die Bullen, meine Frau und ich",tv,"Comedy, Crime",2007,7.9
Gossip Girl,tv,"Drama, Romance",2007,7.5
Breaking Bad,tv,"Crime, Drama, Thriller",2008,9.5
Seinfeld,tv,Comedy,1989,8.9
The Walking Dead,tv,"Drama, Horror, Thriller",2010,8.1
Dexter,tv,"Crime, Drama, Mystery",2006,8.6
House,tv,"Drama, Mystery",2004,8.7
Arrow,tv,"Action, Adventure, Crime",2012,7.5
Grey's Anatomy,tv,"Drama, Romance",2005,7.6
The Big Bang Theory,tv,"Comedy, Romance",2007,8.1
Orange Is the New Black,tv,"Comedy, Crime, Drama",2013,8
House of Cards,tv,Drama,2013,8.6
Attack on Titan,tv,"Action, Adventure, Animation",2013,9.1
CSI: Crime Scene Investigation,tv,"Crime, Drama, Mystery",2000,7.7
Psych,tv,"Comedy, Crime, Mystery",2006,8.4
The Adventures of Tintin,tv,"Action, Adventure, Animation",1991,8.3
Justice League,tv,"Action, Adventure, Animation",2001,8.5
Supernatural,tv,"Drama, Fantasy, Horror",2005,8.4
Friends,tv,"Comedy, Romance",1994,8.9
Project Runway,tv,Reality-TV,2004,7.4
Monk,tv,"Comedy, Crime, Drama",2002,8.1
Johnny Test,tv,"Action, Adventure, Animation",2005,5.3
Kath & Kim,tv,Comedy,2002,8.4
Zoey 101,tv,"Comedy, Drama, Family",2005,6.2
Winx Club,tv,"Action, Adventure, Animation",2004,6.2
Star Trek: Voyager,tv,"Action, Adventure, Drama",1995,7.9
Shameless,tv,"Comedy, Crime, Drama",2004,8
Star Trek: The Animated Series,tv,"Action, Adventure, Animation",1973,7.2
Ratz,tv,"Animation, Comedy, Family",2003,6.5
The Batman,tv,"Action, Adventure, Animation",2004,7.4
Drake & Josh,tv,"Comedy, Family",2004,7.7
Batman: The Animated Series,tv,"Action, Adventure, Animation",1992,9
Monty Python's Personal Best,tv,Comedy,2006,7.8
Good Luck!!,tv,Drama,2003,7.4
Scout's Safari,tv,"Action, Adventure, Comedy",2002,7.8
H2O: Just Add Water,tv,"Adventure, Comedy, Drama",2006,7.3
Orange Days,tv,"Drama, Romance",2004,7.9
Aquí no hay quien viva,tv,"Comedy, Romance",2003,8.2
Prison Break,tv,"Action, Crime, Drama",2005,8.3
The Thin Blue Line,tv,"Comedy, Crime",1995,7.5
The Jamie Foxx Show,tv,Comedy,1996,6.8
The Office,tv,Comedy,2005,9
Mighty Morphin Power Rangers,tv,"Action, Adventure, Family",1993,6.6
Hell's Kitchen,tv,"Game-Show, Reality-TV",2005,7.2
Girlfriends,tv,"Comedy, Drama, Romance",2000,7.4
The Venture Bros.,tv,"Action, Adventure, Animation",2003,8.6
Pocoyo,tv,"Animation, Comedy, Family",2005,7.1
Wildfire,tv,"Drama, Family, Mystery",2005,7.5
The IT Crowd,tv,Comedy,2006,8.5
Mr. Bean: The Animated Series,tv,"Animation, Comedy, Family",2002,6.9
Il était une fois... la vie,tv,"Animation, Family",1987,8.2
My Wife and Kids,tv,"Comedy, Family",2000,6.9
It's Always Sunny in Philadelphia,tv,Comedy,2005,8.8
Law & Order: Special Victims Unit,tv,"Crime, Drama, Mystery",1999,8.1
Totally Spies!,tv,"Action, Adventure, Animation",2001,7.1
SeaChange,tv,"Comedy, Drama",1998,8
Life on Mars,tv,"Crime, Drama, Mystery",2006,8.4
Rugrats,tv,"Adventure, Animation, Comedy",1991,7.4
The 1st Shop of Coffee Prince,tv,"Comedy, Drama, Romance",2007,8.1
Danger Mouse,tv,"Action, Adventure, Animation",1981,7.4
Full House,tv,"Comedy, Romance",2004,7.8
The Parkers,tv,Comedy,1999,6.9
Sailor Moon,tv,"Action, Adventure, Animation",1992,7.7
Laguna Beach: The Real Orange County,tv,"Drama, Reality-TV",2004,5
Trailer Park Boys,tv,"Comedy, Crime",2001,8.5
Shaun the Sheep,tv,"Animation, Comedy, Family",2007,8.2
Sin tetas no hay paraíso,tv,"Drama, Romance, Thriller",2008,5.8
Friday Night Lights,tv,"Drama, Sport",2006,8.7
My Fair Princess,tv,"Action, Comedy, Drama",1998,7.8
Mr. Bean,tv,"Comedy, Family",1990,8.6
The Hills,tv,Reality-TV,2006,3.8
Gilmore Girls,tv,"Comedy, Drama",2000,8.2
Arrested Development,tv,Comedy,2003,8.7
Lost,tv,"Adventure, Drama, Fantasy",2004,8.3
Band of Brothers,tv,"Drama, History, War",2001,9.4
NCIS,tv,"Action, Crime, Drama",2003,7.8
Ugly Betty,tv,"Comedy, Drama, Romance",2006,6.8
The Fairly OddParents,tv,"Adventure, Animation, Comedy",2001,7.2
Ben 10,tv,"Action, Adventure, Animation",2005,7.5
The Boarding School,tv,"Drama, Mystery, Thriller",2007,8.1
Plats bruts,tv,Comedy,1999,8.6
Ikebukuro West Gate Park,tv,"Action, Comedy, Crime",2000,7.7
The Real World,tv,"Drama, Reality-TV",1992,5.2
Fireman Sam,tv,"Animation, Family",1987,6.1
Princess Hours,tv,"Comedy, Romance",2006,7.6
iCarly,tv,"Comedy, Family, Romance",2007,6.8
Turkish for Beginners,tv,Comedy,2006,7.5
Goosebumps,tv,"Adventure, Comedy, Drama",1995,7.6
The Legend of Bruce Lee,tv,"Action, Biography, Drama",2008,6.8
Stromberg,tv,Comedy,2004,8.4
Murphy's Law,tv,"Crime, Drama, Mystery",2003,7.6
The Hughleys,tv,Comedy,1998,6.1
Total Drama,tv,"Action, Adventure, Animation",2007,7.4
The Bold and the Beautiful,tv,"Drama, Romance",1987,3.4
The Family,tv,Drama,2007,7.4
Un paso adelante,tv,"Comedy, Drama, Musical",2002,6.3
The Millionaire Matchmaker,tv,"Reality-TV, Romance",2008,4.6
Destiny Love,tv,"Comedy, Romance",2008,7.4
Casados con hijos,tv,Comedy,2005,7.6
The Magic School Bus,tv,"Adventure, Animation, Comedy",1994,7.8
Wallander,tv,"Crime, Drama, Mystery",2008,7.8
Deliver Me,tv,Reality-TV,2008,8.3
"Nuevo rico, nuevo pobre",tv,Comedy,2007,7.1
Iron Man: Armored Adventures,tv,"Action, Adventure, Animation",2008,6.5
El Cartel de los Sapos,tv,"Action, Crime, Drama",2008,7.9
Ties of Shooting Stars,tv,Drama,2008,7.4
Dead Set,tv,"Drama, Horror, Reality-TV",2008,7.6
Upin & Ipin,tv,"Animation, Comedy, Family",2007,6.1
Shaka Zulu,tv,"Action, Biography, Drama",1986,7.7
RuPaul's Drag Race,tv,"Game-Show, Reality-TV",2009,8.5
Rebelde Way,tv,"Comedy, Drama, Music",2002,7.7
Big Brother,tv,Reality-TV,2000,5.6
Archer,tv,"Action, Animation, Comedy",2009,8.6
True Blood,tv,"Drama, Fantasy, Mystery",2008,7.9
Action Pack,tv,"Action, Adventure, Animation",2022,4.9
Sonic X,tv,"Action, Adventure, Animation",2003,6.3
Bob the Builder,tv,"Animation, Comedy, Family",1997,5.6
Intervention,tv,"Documentary, Drama",2005,7.9
Pasión de gavilanes,tv,"Drama, Romance",2003,7.8
Gantz,tv,"Action, Animation, Drama",2004,7.2
Benidorm,tv,Comedy,2007,7.5
Space Goofs,tv,"Animation, Comedy, Family",1997,6.8
"Berlin, Berlin",tv,"Comedy, Drama, Romance",2002,7.3
Peppa Pig,tv,"Adventure, Animation, Comedy",2004,6.3
Dragon Ball,tv,"Action, Adventure, Animation",1986,8.5
Outnumbered,tv,"Comedy, Drama",2007,8.1
Dragon Ball Z,tv,"Action, Adventure, Animation",1989,8.8
Heartbreak High,tv,"Drama, Romance",1994,7.8
Flipping Out,tv,Reality-TV,2007,7
Dennou Coil,tv,"Adventure, Animation, Comedy",2007,7.8
Inspector George Gently,tv,"Crime, Drama, Mystery",2007,8.1
He Who Can't Marry,tv,"Comedy, Drama",2006,8
Death Note,tv,"Animation, Crime, Drama",2006,8.9
Secret Diary of a Call Girl,tv,Drama,2007,7.3
Survivor,tv,"Adventure, Game-Show, Reality-TV",2000,7.5
Super Why!,tv,"Adventure, Animation, Family",2007,6.1
Keeping Up with the Kardashians,tv,"Family, Reality-TV",2007,2.9
Heartland,tv,"Drama, Family",2007,8.5
Adventure Time,tv,"Action, Adventure, Animation",2010,8.6
Vientos de agua,tv,Drama,2006,8.7
Strawberry Shortcake,tv,"Animation, Family, Musical",2003,5.5
Anne of Green Gables,tv,"Animation, Drama, Family",1979,7.7
Wild Angel,tv,"Comedy, Drama, Romance",1998,7.3
Monty Python's Fliegender Zirkus,tv,Comedy,1972,8
Boys Over Flowers,tv,"Comedy, Drama, Romance",2009,7.8
Mononoke,tv,"Animation, Fantasy, Horror",2007,8.2
Little Princess,tv,"Animation, Family",2006,5.6
The Pacific,tv,"Action, Adventure, Drama",2010,8.3
Whitechapel,tv,"Crime, Mystery, Thriller",2009,7.8
Scooby-Doo! Mystery Incorporated,tv,"Adventure, Animation, Comedy",2010,8.2
The Vampire Diaries,tv,"Drama, Fantasy, Horror",2009,7.7
The Garfield Show,tv,"Adventure, Animation, Comedy",2008,5.6
Three Kingdoms,tv,"Drama, History, War",2010,8.3
The Search,tv,Crime,2020,5.7
Royal Pains,tv,"Comedy, Drama",2009,7.2
Future Boy Conan,tv,"Adventure, Animation, Comedy",1978,8.8
The Syndicate,tv,"Drama, Mystery",2012,7.3
Pororo the Little Penguin,tv,"Adventure, Animation, Comedy",2003,5.7
Sherlock,tv,"Crime, Drama, Mystery",2010,9.1
Mobile Suit Gundam SEED,tv,"Action, Adventure, Animation",2002,7.7
The Hospital,tv,Drama,2006,7.3
H,tv,Comedy,1998,7.4
Magical DoReMi,tv,"Action, Adventure, Animation",1999,6.6
Absolute Boyfriend,tv,"Comedy, Drama, Fantasy",2008,7.3
Bo on the GO!,tv,"Animation, Family, Fantasy",2007,4.5
Pat & Mat,tv,"Animation, Comedy, Family",1976,8.4
Odoru daisosasen,tv,Drama,1997,7.7
Dinosaur King,tv,"Action, Adventure, Animation",2007,6
The Staircase,tv,"Crime, Documentary, Drama",2004,7.8
White Collar,tv,"Comedy, Crime, Drama",2009,8.2
Physics or Chemistry,tv,"Comedy, Drama",2008,6.4
Gurren Lagann,tv,"Action, Adventure, Animation",2007,8.3
Mobile Suit Gundam,tv,"Action, Adventure, Animation",1979,7.9
Eden of the East,tv,"Action, Animation, Comedy",2009,7.4
Pawn Stars,tv,"Comedy, Reality-TV",2009,7.2
One Outs,tv,"Animation, Drama, Sport",2008,8.2
Sammy & Co,tv,Animation,2014,5.9
The Way We Were,tv,"Drama, Romance",2014,7.9
The File of Young Kindaichi,tv,"Action, Animation, Crime",1997,7.9
Costa!,tv,Romance,2001,4.5
The Keepers,tv,"Crime, Documentary, Mystery",2017,8
Boys Over Flowers,tv,"Animation, Comedy, Drama",1996,7.4
The Prince of Tennis,tv,"Action, Animation, Comedy",2001,7.4
Rurouni Kenshin,tv,"Action, Adventure, Animation",1996,8.5
Swap Shop,tv,Reality-TV,2021,6.6
Dresden,tv,"Drama, Romance, War",2006,6.6
The Fix,tv,"Comedy, Talk-Show",2018,7
Shinchan,tv,"Animation, Comedy, Family",1992,8.4
Yu Yu Hakusho: Ghost Files,tv,"Action, Adventure, Animation",1992,8.5
Dinosaur Train,tv,"Adventure, Animation, Family",2009,6.5
The Amazing Race,tv,"Adventure, Family, Reality-TV",2001,7.8
Monster,tv,"Animation, Crime, Drama",2004,8.7
Detective Conan,tv,"Action, Animation, Comedy",1996,8.5
Bleach,tv,"Action, Adventure, Animation",2004,8.2
Cowboy Bebop,tv,"Action, Adventure, Animation",1998,8.9
Regular Show,tv,"Action, Adventure, Animation",2010,8.5
Victorious,tv,"Comedy, Drama, Family",2010,7
Big Time Rush,tv,"Comedy, Drama, Family",2009,6.5
"Xia Yi Zhan, Xing Fu",tv,"Drama, Romance",2009,7.7
Das Haus Anubis,tv,"Adventure, Drama, Family",2009,4.9
The Mafia Dolls,tv,"Action, Drama",2009,6.4
You Are Beautiful,tv,"Comedy, Drama, Music",2009,7.7
Ailiseu,tv,"Action, Mystery, Romance",2009,7.7
Lupin the Third,tv,"Action, Adventure, Animation",1971,7.9
Rookie Blue,tv,"Action, Crime, Drama",2010,7.7
La Reina del Sur,tv,"Action, Crime, Drama",2011,7.8
Digimon: Digital Monsters,tv,"Action, Adventure, Animation",1999,7.4
30 for 30,tv,"Biography, Documentary, History",2009,8.8
Gun x Sword,tv,"Action, Animation, Sci-Fi",2005,7.1
Code Geass,tv,"Action, Animation, Drama",2006,8.7
Monty Python: Almost the Truth - The Lawyer's Cut,tv,"Biography, Documentary",2009,8.1
Dragon Sakura,tv,"Comedy, Drama",2005,7.7
Naruto: Shippuden,tv,"Action, Adventure, Animation",2007,8.7
Fullmetal Alchemist: Brotherhood,tv,"Action, Adventure, Animation",2009,9.1
